Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,27.4,70,34.1,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,50.6,27.3,80.2,29,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,49.2,27.8,78.2,34.2,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,39.8,24,68.6,50.8,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,33.9,27.9,69.5,29.4,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Coconut,Plantation,Warm & Humid,"Kerala, TN, Goa",Plains,69.5,27.8,86.2,25.2,Yes (Rainfed + Drip),"FYM, Potash, Magnesium",Leaf Miner,Cypermethrin
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,48.2,29.7,80.7,39.3,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,24.8,14.4,58.8,26.3,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.1,24.3,52.2,25.9,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,30.6,26.8,55.7,25.6,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,26.1,14,61.5,25.2,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,41.1,24.7,70.6,29.5,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,35.1,19.9,67.1,30.2,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,49.5,28.2,80.6,30.3,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,28.7,22.2,54.5,25.6,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,26.3,14.5,61.4,25.2,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,31.5,27.9,59.7,25.4,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,49.8,26.8,81.4,29.6,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.3,31.2,49.8,24.4,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35,18.2,70.8,24.9,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40,27.6,70.7,34.5,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,27.4,25.4,48.8,25.3,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.3,18.4,70.5,24.7,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,20.4,34.6,39.3,26.2,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.5,20.7,56.5,25.3,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,36,17.3,69.4,29.4,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.9,27.3,69.2,35,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,24.6,14.7,50.5,15.4,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.7,29.8,52.7,25.3,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.2,19.6,56.5,25.3,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,33.7,20.1,71.1,30,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,20.4,27.2,61.1,24.4,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.2,29.8,48.6,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,38.6,25.1,70.6,29.4,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,35.5,23.1,64.6,28.7,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.5,29.7,49.4,25,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,50.4,28.1,77.7,34.8,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,34,23.9,64.8,29.7,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.3,26.9,48.3,25.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,31,27.2,55.5,25.3,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,48.7,29.4,79.9,39.3,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.8,17.9,68.7,29.2,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.7,30.9,48.8,25.4,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.8,30.1,50.4,24.8,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.3,25.9,50.8,24.5,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.2,26.3,48.8,25.2,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,31.2,27.2,55.6,25.2,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,50.4,28.1,79.4,29.9,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,29.8,20.4,56.6,24.6,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,40.4,27.1,69.4,29.6,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.3,27.3,68.5,34.1,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,21.5,27.4,59,24.8,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,34.4,27,68.2,30.4,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.4,20.2,55.4,24.9,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,51.6,27.4,80,30.5,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,20.9,35.2,40.3,24.6,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,24.9,30.5,51.4,25.6,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,50.3,28.5,81,29.8,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.3,26.8,68.6,35.1,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,23.3,27.1,50.9,24.6,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,30.1,28.1,61.6,25.2,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.8,29.8,48.6,25.3,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,50.5,27.3,80.6,34.9,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.2,17,71.5,25.1,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,34.4,17.5,70.2,30,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,27.6,67.6,34.2,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,28.4,16.1,52.9,25.6,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,31,30.1,49.3,34.7,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24,30.5,49.7,25.6,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.8,24.9,79.4,34.8,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,23.8,14.5,62.2,25.3,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Arhar,Pulse Crop,Warm & Dry,"UP, MP, Maharashtra",Plains,31.6,29.8,49.7,26.2,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,30.5,28.4,54.8,25.5,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,25,15.5,50.1,14.2,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,36.8,27.1,68.7,30,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,39,26.1,69.6,29.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,38.8,28.1,71.4,30.3,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30.2,26.2,60.3,24.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.6,26.9,50.6,24.7,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25,19.7,53.9,25.5,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,22.2,35.2,38.4,25.6,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,35.7,17.6,70.1,25.9,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,25.1,15.3,59.8,25.5,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,25,15,61.5,25.6,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,28.4,20.3,54.8,25.6,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,29.7,20,55.7,25.3,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,47.9,26.5,79,35.1,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.6,26.2,70.8,35.2,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,41.6,23.4,70.3,51.2,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.3,25.5,80.8,34.8,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,20.5,27.2,59.2,24.2,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,26.4,20,53.3,25.7,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,30.6,28.4,61.2,24.2,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,49.7,29,80.2,40.1,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,35.7,17.7,70.2,24,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,25.6,15.2,59.9,24.9,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,42,24.6,67.9,49.9,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,50,26.8,80.2,34.9,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.3,27,70.7,35.4,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,50.4,24.5,77.9,34.9,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.5,27.5,80.3,35.5,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,32.2,26.4,55.6,25.9,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,24.5,29.4,49.9,25.2,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.2,17.1,69.6,24.5,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,31.3,26.7,59.6,24.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,27.5,26.9,55.9,31,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.5,27.1,70.3,33.4,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,29.6,20.9,55.6,24.7,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,29.3,20.3,54.8,24.3,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,24.4,30.9,51,31.1,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.8,24.4,79.7,34.9,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,31.9,27.6,56.3,24.5,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),50,23.8,80.7,34.1,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.4,17.7,63.4,24.3,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.2,27.1,70.9,34.7,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,29.4,27.4,57.9,29.9,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,28.8,19.1,61.5,24.6,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30.9,27.2,58,25.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,50.3,26.2,78.8,34.2,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,31.4,19.4,55.5,24.6,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,26.4,25.3,49.1,25,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,34.5,20.5,67.6,30.2,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,23.5,29.9,50.5,24.8,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,35.5,17.1,66.5,25,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,23.2,18.3,60.8,25.1,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,23.5,29.6,49.7,30.1,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,31.5,27.9,54.6,25,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,33.4,23.9,66.3,30.9,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.2,28.3,79.6,29.4,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.2,20.6,54.6,25.6,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,23.9,30.6,48.9,24.8,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.4,20.5,55.1,19.8,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.1,16.8,68.2,25.2,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,23.7,20.5,54.2,24.7,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.3,18.1,69.6,25.5,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.4,17,65,24.6,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,29.7,27.2,58.6,25.1,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,31,21.5,55,25.2,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,26.5,16.6,59.8,25.4,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30.4,25.5,56.8,25.7,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,35.1,18.4,68.4,25.6,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,32.9,16.8,70.6,24.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Radish,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.1,18.1,73.3,25,Yes (Frequent),"Urea, DAP, MOP",Cutworm,Cypermethrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.2,35.6,38.6,24.9,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,23.9,30.9,50.6,29.7,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,35.5,26.7,64.5,30,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,50,27,78.9,34.8,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30,26.7,60,24.8,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.5,17.5,68.7,29.7,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
